80,8.506E-10
79,8.499E-10
78,8.494E-10
77,8.487E-10
76,8.482E-10
75,8.48E-10
74,8.473E-10
73,8.472E-10
72,8.467E-10
71,8.462E-10
70,8.459E-10
69,8.456E-10
68,8.443E-10
67,8.436E-10
66,8.42E-10
65,8.409E-10
64,8.388E-10
63,8.362E-10
62,8.334E-10
61,8.299E-10
60,8.258E-10
59,8.202E-10
58,8.124E-10
57,8.016E-10
56,7.84E-10
55,7.546E-10
54,7.077E-10
53,6.478E-10
52,5.78E-10
51,5.096E-10
50,4.432E-10
49,3.853E-10
48,3.342E-10
47,2.928E-10
46,2.573E-10
45,2.303E-10
44,2.08E-10
43,1.907E-10
42,1.7706E-10
41,1.6625E-10
40,1.5724E-10
39,1.5002E-10
38,1.4365E-10
37,1.3889E-10
36,1.3449E-10
35,1.3099E-10
34,1.2823E-10
33,1.2562E-10
32,1.2374E-10
31,1.2155E-10
30,1.2002E-10
29,1.1884E-10
28,1.1772E-10
27,1.1684E-10
26,1.1616E-10
25,1.156E-10
24,1.1528E-10
23,1.1482E-10
22,1.1496E-10
21,1.1528E-10
20,1.1582E-10
19,1.1647E-10
18,1.1767E-10
17,1.1939E-10
16,1.2116E-10
15,1.2377E-10
14,1.2625E-10
13,1.2963E-10
12,1.3304E-10
11,1.3672E-10
10,1.403E-10
9,1.439E-10
8,1.4763E-10
7,1.5115E-10
6,1.5412E-10
5,1.5714E-10
4,1.603E-10
3,1.6268E-10
2,1.6501E-10
1,1.6787E-10
0,1.6947E-10
-1,1.7124E-10
-2,1.7291E-10
-3,1.7482E-10
-4,1.7622E-10
-5,1.7752E-10
-6,1.7858E-10
-7,1.7989E-10
-8,1.8068E-10
-9,1.8125E-10
-10,1.8188E-10
