Voltage,Capacitance
-80,2.2991933e-10
-79.99984,2.2991933e-10
-79.9996,2.2991933e-10
-79.99924,2.2991934e-10
-79.9987,2.2991932e-10
-79.99789,2.2991934e-10
-79.996675,2.2991935e-10
-79.994852,2.2991934e-10
-79.992119,2.2991935e-10
-79.988018,2.2991936e-10
-79.981867,2.2991939e-10
-79.972641,2.2991944e-10
-79.958801,2.2991948e-10
-79.938042,2.2991958e-10
-79.906903,2.2991971e-10
-79.860194,2.2991988e-10
-79.790131,2.2992017e-10
-79.685036,2.299206e-10
-79.527395,2.2992124e-10
-79.290932,2.2992221e-10
-78.936238,2.2992368e-10
-78.404197,2.2992586e-10
-77.606135,2.2992916e-10
-76.409043,2.2993414e-10
-74.809043,2.2994086e-10
-73.209043,2.2994769e-10
-71.609043,2.299546e-10
-70.009043,2.299616e-10
-68.409043,2.2996869e-10
-66.809043,2.2997588e-10
-65.209043,2.2998317e-10
-64,2.2998874e-10
-62.4,2.2999619e-10
-60.8,2.3000377e-10
-59.2,2.3001147e-10
-57.6,2.3001924e-10
-56,2.3002717e-10
-54.4,2.300352e-10
-52.8,2.3004335e-10
-51.2,2.3005162e-10
-49.6,2.3006003e-10
-48,2.3006857e-10
-46.4,2.3007725e-10
-44.8,2.3008607e-10
-43.2,2.3009504e-10
-41.6,2.3010416e-10
-40,2.3011344e-10
-38.4,2.3012288e-10
-36.8,2.3013249e-10
-35.2,2.3014227e-10
-33.6,2.3015224e-10
-32,2.3016239e-10
-30.4,2.3017273e-10
-28.8,2.3018328e-10
-27.2,2.3019404e-10
-25.6,2.3020499e-10
-24,2.3021619e-10
-22.4,2.3022763e-10
-20.8,2.3023931e-10
-19.2,2.3025125e-10
-17.6,2.3026346e-10
-16,2.3027595e-10
-14.4,2.3028873e-10
-12.8,2.3030184e-10
-11.2,2.3031523e-10
-9.6,2.3032898e-10
-8,2.3034307e-10
-6.4,2.3035755e-10
-4.8,2.3037241e-10
-3.2,2.3038768e-10
-1.6,2.3040339e-10
0,2.3041956e-10
1.6,2.3043621e-10
3.2,2.304534e-10
4.8,2.3047113e-10
6.4,2.3048945e-10
8,2.3050839e-10
9.6,2.3052799e-10
11.2,2.3054831e-10
12.8,2.305694e-10
14.4,2.3059131e-10
16,2.3061411e-10
17.6,2.3063788e-10
19.2,2.3066269e-10
20.8,2.3068864e-10
22.4,2.3071583e-10
24,2.3074438e-10
25.6,2.3077443e-10
27.2,2.3080616e-10
28.8,2.3083969e-10
30.4,2.3087526e-10
32,2.3091311e-10
33.6,2.3095351e-10
35.2,2.3099677e-10
36.8,2.3104322e-10
38.4,2.3109321e-10
40,2.3114699e-10
41.6,2.3120451e-10
43.2,2.3126475e-10
44.8,2.3132344e-10
46.4,2.3136409e-10
48,2.3130569e-10
49.6,2.3029281e-10
51.2,1.8723457e-10
52.8,2.9966661e-10
54.4,7.8735951e-10
56,8.5074266e-10
57.6,8.652377e-10
59.2,8.6934209e-10
60.8,8.707549e-10
62.4,8.7254047e-10
64,8.7352559e-10
65.6,8.732666e-10
67.2,8.7364581e-10
68.8,8.7389797e-10
70.4,8.7410407e-10
72,8.7424091e-10
73.6,8.7430657e-10
75.2,8.7448381e-10
76.8,8.7453728e-10
78.4,8.7463299e-10
80,8.7470705e-10

