Voltage,Capacitance
-80,2.3008653e-10
-79.99984,2.3008653e-10
-79.9996,2.3008653e-10
-79.99924,2.3008653e-10
-79.9987,2.3008652e-10
-79.99789,2.3008654e-10
-79.996675,2.3008654e-10
-79.994852,2.3008653e-10
-79.992119,2.3008655e-10
-79.988018,2.3008657e-10
-79.981867,2.3008659e-10
-79.972641,2.3008665e-10
-79.958801,2.300867e-10
-79.938042,2.3008681e-10
-79.906903,2.3008696e-10
-79.860194,2.3008716e-10
-79.790131,2.3008748e-10
-79.685036,2.3008797e-10
-79.527395,2.300887e-10
-79.290932,2.300898e-10
-78.936238,2.3009148e-10
-78.404197,2.3009397e-10
-77.606135,2.3009773e-10
-76.409043,2.3010342e-10
-74.809043,2.3011111e-10
-73.209043,2.3011894e-10
-71.609043,2.3012688e-10
-70.009043,2.3013493e-10
-68.409043,2.3014311e-10
-66.809043,2.3015141e-10
-65.209043,2.3015984e-10
-64,2.3016631e-10
-62.4,2.3017496e-10
-60.8,2.3018378e-10
-59.2,2.3019276e-10
-57.6,2.3020185e-10
-56,2.3021114e-10
-54.4,2.3022058e-10
-52.8,2.3023018e-10
-51.2,2.3023996e-10
-49.6,2.3024991e-10
-48,2.3026006e-10
-46.4,2.302704e-10
-44.8,2.3028094e-10
-43.2,2.3029169e-10
-41.6,2.3030266e-10
-40,2.3031385e-10
-38.4,2.3032528e-10
-36.8,2.3033696e-10
-35.2,2.3034889e-10
-33.6,2.3036109e-10
-32,2.3037357e-10
-30.4,2.3038634e-10
-28.8,2.3039941e-10
-27.2,2.3041281e-10
-25.6,2.3042652e-10
-24,2.3044061e-10
-22.4,2.3045507e-10
-20.8,2.3046992e-10
-19.2,2.3048518e-10
-17.6,2.3050088e-10
-16,2.3051704e-10
-14.4,2.3053368e-10
-12.8,2.3055087e-10
-11.2,2.3056856e-10
-9.6,2.3058686e-10
-8,2.3060577e-10
-6.4,2.3062536e-10
-4.8,2.3064566e-10
-3.2,2.3066673e-10
-1.6,2.3068862e-10
0,2.3071138e-10
1.6,2.3073511e-10
3.2,2.3075991e-10
4.8,2.3078583e-10
6.4,2.3081298e-10
8,2.3084149e-10
9.6,2.308715e-10
11.2,2.3090315e-10
12.8,2.3093663e-10
14.4,2.3097213e-10
16,2.310099e-10
17.6,2.3105022e-10
19.2,2.3109338e-10
20.8,2.3113972e-10
22.4,2.3118957e-10
24,2.3124318e-10
25.6,2.313005e-10
27.2,2.313605e-10
28.8,2.3141887e-10
30.4,2.3145921e-10
32,2.3140137e-10
33.6,2.3041175e-10
35.2,1.8748484e-10
36.8,2.9715192e-10
38.4,7.8532839e-10
40,8.5048438e-10
41.6,8.6459682e-10
43.2,8.7005971e-10
44.8,8.7124918e-10
46.4,8.7248456e-10
48,8.7366834e-10
49.6,8.7336607e-10
51.2,8.7363e-10
52.8,8.7385597e-10
54.4,8.7404994e-10
56,8.7422591e-10
57.6,8.7433167e-10
59.2,8.7446831e-10
60.8,8.7454827e-10
62.4,8.7462256e-10
64,8.7470075e-10
65.6,8.7474996e-10
67.2,8.7480651e-10
68.8,8.748442e-10
70.4,8.7493144e-10
72,8.7491129e-10
73.6,8.7494292e-10
75.2,8.7502115e-10
76.8,8.7505676e-10
78.4,8.7506851e-10
80,8.7506334e-10

