Voltage,Capacitance
-80,2.1323461e-10
-79.99984,2.1323461e-10
-79.9996,2.1323461e-10
-79.99924,2.1323462e-10
-79.9987,2.132346e-10
-79.99789,2.1323463e-10
-79.996675,2.1323465e-10
-79.994852,2.1323464e-10
-79.992119,2.1323467e-10
-79.988018,2.1323472e-10
-79.981867,2.132348e-10
-79.972641,2.1323494e-10
-79.958801,2.1323511e-10
-79.938042,2.1323536e-10
-79.906903,2.1323573e-10
-79.860194,2.1323627e-10
-79.790131,2.1323712e-10
-79.685036,2.132384e-10
-79.527395,2.1324031e-10
-79.290932,2.1324319e-10
-78.936238,2.1324756e-10
-78.404197,2.1325411e-10
-77.606135,2.1326402e-10
-76.435645,2.1327875e-10
-74.835645,2.1329924e-10
-73.235645,2.1332024e-10
-71.635645,2.1334171e-10
-70.035645,2.1336367e-10
-68.435645,2.1338616e-10
-66.835645,2.134092e-10
-65.235645,2.1343281e-10
-64,2.1345146e-10
-62.4,2.1347613e-10
-60.8,2.1350149e-10
-59.2,2.1352756e-10
-57.6,2.135543e-10
-56,2.1358186e-10
-54.4,2.1361019e-10
-52.8,2.1363937e-10
-51.2,2.1366944e-10
-49.6,2.1370047e-10
-48,2.1373243e-10
-46.4,2.1376552e-10
-44.8,2.1379974e-10
-43.2,2.1383517e-10
-41.6,2.1387188e-10
-40,2.1390997e-10
-38.4,2.1394952e-10
-36.8,2.1399066e-10
-35.2,2.1403348e-10
-33.6,2.1407814e-10
-32,2.1412476e-10
-30.4,2.1417352e-10
-28.8,2.1422467e-10
-27.2,2.142782e-10
-25.6,2.1433459e-10
-24,2.1439396e-10
-22.4,2.1445664e-10
-20.8,2.1452297e-10
-19.2,2.1459334e-10
-17.6,2.146682e-10
-16,2.1474806e-10
-14.4,2.1483352e-10
-12.8,2.1492522e-10
-11.2,2.1502406e-10
-9.6,2.1513081e-10
-8,2.1524667e-10
-6.4,2.1537265e-10
-4.8,2.1551018e-10
-3.2,2.1566039e-10
-1.6,2.1582441e-10
0,2.160027e-10
1.6,2.1619338e-10
3.2,2.1639179e-10
4.8,2.1658393e-10
6.4,2.1673889e-10
8,2.1679208e-10
9.6,2.1662334e-10
11.2,2.1605072e-10
12.8,2.1491151e-10
14.4,2.1326265e-10
16,2.1139701e-10
17.6,2.0943796e-10
19.2,2.0723313e-10
20.8,2.0474228e-10
22.4,2.0207861e-10
24,1.9935515e-10
25.6,1.9669418e-10
27.2,1.9422318e-10
28.8,1.9206508e-10
30.4,1.9032167e-10
32,1.8906408e-10
33.6,1.8834534e-10
35.2,1.8821917e-10
36.8,1.8875622e-10
38.4,1.900698e-10
40,1.9235382e-10
41.6,1.9592341e-10
43.2,2.0127637e-10
44.8,2.092115e-10
46.4,2.2101685e-10
48,2.3870137e-10
49.6,2.653302e-10
51.2,3.0614542e-10
52.8,3.7211148e-10
54.4,4.8304332e-10
56,6.385844e-10
57.6,7.6521495e-10
59.2,8.24413e-10
60.8,8.476412e-10
62.4,8.5634438e-10
64,8.5954933e-10
65.6,8.6248966e-10
67.2,8.650151e-10
68.8,8.6813513e-10
70.4,8.698709e-10
72,8.701727e-10
73.6,8.7137533e-10
75.2,8.7409186e-10
76.8,8.7349404e-10
78.4,8.7329541e-10
80,8.7359734e-10

