Voltage,Capacitance
-80,2.3021756e-10
-79.99984,2.3021756e-10
-79.9996,2.3021756e-10
-79.99924,2.3021756e-10
-79.9987,2.3021755e-10
-79.99789,2.3021757e-10
-79.996675,2.3021758e-10
-79.994852,2.3021757e-10
-79.992119,2.3021758e-10
-79.988018,2.302176e-10
-79.981867,2.3021763e-10
-79.972641,2.302177e-10
-79.958801,2.3021775e-10
-79.938042,2.3021787e-10
-79.906903,2.3021803e-10
-79.860194,2.3021825e-10
-79.790131,2.302186e-10
-79.685036,2.3021913e-10
-79.527395,2.3021993e-10
-79.290932,2.3022113e-10
-78.936238,2.3022295e-10
-78.404197,2.3022566e-10
-77.606135,2.3022976e-10
-76.409043,2.3023596e-10
-74.809043,2.3024435e-10
-73.209043,2.3025291e-10
-71.609043,2.3026158e-10
-70.009043,2.302704e-10
-68.409043,2.3027936e-10
-66.809043,2.3028848e-10
-65.209043,2.3029775e-10
-64,2.3030486e-10
-62.4,2.303144e-10
-60.8,2.3032413e-10
-59.2,2.3033405e-10
-57.6,2.3034413e-10
-56,2.3035443e-10
-54.4,2.303649e-10
-52.8,2.3037559e-10
-51.2,2.3038649e-10
-49.6,2.303976e-10
-48,2.3040896e-10
-46.4,2.3042055e-10
-44.8,2.3043239e-10
-43.2,2.3044449e-10
-41.6,2.3045686e-10
-40,2.3046952e-10
-38.4,2.3048247e-10
-36.8,2.3049574e-10
-35.2,2.3050933e-10
-33.6,2.3052327e-10
-32,2.3053756e-10
-30.4,2.3055224e-10
-28.8,2.305673e-10
-27.2,2.305828e-10
-25.6,2.3059871e-10
-24,2.3061511e-10
-22.4,2.30632e-10
-20.8,2.3064942e-10
-19.2,2.306674e-10
-17.6,2.3068597e-10
-16,2.3070517e-10
-14.4,2.3072505e-10
-12.8,2.3074567e-10
-11.2,2.3076702e-10
-9.6,2.3078923e-10
-8,2.3081232e-10
-6.4,2.3083639e-10
-4.8,2.308615e-10
-3.2,2.3088775e-10
-1.6,2.3091524e-10
0,2.3094407e-10
1.6,2.3097439e-10
3.2,2.3100635e-10
4.8,2.310401e-10
6.4,2.3107583e-10
8,2.3111375e-10
9.6,2.3115411e-10
11.2,2.3119716e-10
12.8,2.3124317e-10
14.4,2.3129235e-10
16,2.3134483e-10
17.6,2.3140036e-10
19.2,2.3145775e-10
20.8,2.315132e-10
22.4,2.3155487e-10
24,2.3154121e-10
25.6,2.3128176e-10
27.2,2.2945528e-10
28.8,2.2078338e-10
30.4,2.0579819e-10
32,1.9306065e-10
33.6,1.9375716e-10
35.2,2.170642e-10
36.8,3.1469868e-10
38.4,7.8588464e-10
40,8.5134827e-10
41.6,8.653497e-10
43.2,8.6984228e-10
44.8,8.7112101e-10
46.4,8.7271922e-10
48,8.7321937e-10
49.6,8.7337868e-10
51.2,8.7361461e-10
52.8,8.7385565e-10
54.4,8.7407558e-10
56,8.7419893e-10
57.6,8.7432143e-10
59.2,8.7442979e-10
60.8,8.7453057e-10
62.4,8.7464635e-10
64,8.7475372e-10
65.6,8.7476811e-10
67.2,8.7479168e-10
68.8,8.7488083e-10
70.4,8.7491504e-10
72,8.7493565e-10
73.6,8.7497622e-10
75.2,8.750148e-10
76.8,8.7501866e-10
78.4,8.7503567e-10
80,8.7507773e-10

