Voltage,Capacitance
-80,2.3010011e-10
-79.99984,2.3010011e-10
-79.9996,2.3010011e-10
-79.99924,2.3010011e-10
-79.9987,2.301001e-10
-79.99789,2.3010012e-10
-79.996675,2.3010012e-10
-79.994852,2.3010012e-10
-79.992119,2.3010013e-10
-79.988018,2.3010015e-10
-79.981867,2.3010018e-10
-79.972641,2.3010024e-10
-79.958801,2.3010028e-10
-79.938042,2.301004e-10
-79.906903,2.3010054e-10
-79.860194,2.3010075e-10
-79.790131,2.3010107e-10
-79.685036,2.3010157e-10
-79.527395,2.301023e-10
-79.290932,2.3010342e-10
-78.936238,2.301051e-10
-78.404197,2.3010762e-10
-77.606135,2.3011142e-10
-76.409043,2.3011716e-10
-74.809043,2.3012492e-10
-73.209043,2.3013283e-10
-71.609043,2.3014084e-10
-70.009043,2.3014897e-10
-68.409043,2.3015723e-10
-66.809043,2.3016562e-10
-65.209043,2.3017413e-10
-64,2.3018066e-10
-62.4,2.3018941e-10
-60.8,2.3019832e-10
-59.2,2.302074e-10
-57.6,2.3021659e-10
-56,2.3022599e-10
-54.4,2.3023553e-10
-52.8,2.3024524e-10
-51.2,2.3025513e-10
-49.6,2.3026521e-10
-48,2.3027548e-10
-46.4,2.3028594e-10
-44.8,2.3029661e-10
-43.2,2.303075e-10
-41.6,2.3031861e-10
-40,2.3032995e-10
-38.4,2.3034153e-10
-36.8,2.3035337e-10
-35.2,2.3036547e-10
-33.6,2.3037784e-10
-32,2.303905e-10
-30.4,2.3040346e-10
-28.8,2.3041673e-10
-27.2,2.3043034e-10
-25.6,2.3044426e-10
-24,2.3045858e-10
-22.4,2.3047328e-10
-20.8,2.3048838e-10
-19.2,2.305039e-10
-17.6,2.3051988e-10
-16,2.3053633e-10
-14.4,2.3055329e-10
-12.8,2.3057081e-10
-11.2,2.3058885e-10
-9.6,2.3060752e-10
-8,2.3062683e-10
-6.4,2.3064685e-10
-4.8,2.306676e-10
-3.2,2.3068915e-10
-1.6,2.3071156e-10
0,2.3073489e-10
1.6,2.3075922e-10
3.2,2.3078467e-10
4.8,2.308113e-10
6.4,2.3083923e-10
8,2.3086859e-10
9.6,2.3089953e-10
11.2,2.3093221e-10
12.8,2.3096682e-10
14.4,2.3100357e-10
16,2.3104274e-10
17.6,2.3108459e-10
19.2,2.3112946e-10
20.8,2.3117766e-10
22.4,2.3122949e-10
24,2.3128505e-10
25.6,2.3134385e-10
27.2,2.3140358e-10
28.8,2.3145554e-10
30.4,2.3146437e-10
32,2.3121359e-10
33.6,2.2630289e-10
35.2,1.9075429e-10
36.8,2.9906994e-10
38.4,7.8546949e-10
40,8.5037041e-10
41.6,8.6474135e-10
43.2,8.6844254e-10
44.8,8.719001e-10
46.4,8.7299418e-10
48,8.7263448e-10
49.6,8.7327696e-10
51.2,8.7366544e-10
52.8,8.7390499e-10
54.4,8.7412454e-10
56,8.7421122e-10
57.6,8.7430116e-10
59.2,8.7441092e-10
60.8,8.7453899e-10
62.4,8.746413e-10
64,8.7471271e-10
65.6,8.7470454e-10
67.2,8.7479383e-10
68.8,8.7486914e-10
70.4,8.7492561e-10
72,8.7493322e-10
73.6,8.7492934e-10
75.2,8.7500751e-10
76.8,8.7500198e-10
78.4,8.7505469e-10
80,8.7507883e-10

