Voltage,Capacitance
-80,2.1307774e-10
-79.99984,2.1307774e-10
-79.9996,2.1307774e-10
-79.99924,2.1307774e-10
-79.9987,2.1307772e-10
-79.99789,2.1307776e-10
-79.996675,2.1307777e-10
-79.994852,2.1307777e-10
-79.992119,2.130778e-10
-79.988018,2.1307785e-10
-79.981867,2.1307792e-10
-79.972641,2.1307806e-10
-79.958801,2.1307822e-10
-79.938042,2.1307847e-10
-79.906903,2.1307884e-10
-79.860194,2.1307936e-10
-79.790131,2.1308019e-10
-79.685036,2.1308144e-10
-79.527395,2.1308331e-10
-79.290932,2.1308613e-10
-78.936238,2.130904e-10
-78.404197,2.130968e-10
-77.606135,2.1310648e-10
-76.435645,2.1312086e-10
-74.835645,2.1314087e-10
-73.235645,2.1316138e-10
-71.635645,2.1318231e-10
-70.035645,2.1320373e-10
-68.435645,2.1322566e-10
-66.835645,2.132481e-10
-65.235645,2.132711e-10
-64,2.1328925e-10
-62.4,2.1331325e-10
-60.8,2.133379e-10
-59.2,2.1336324e-10
-57.6,2.1338921e-10
-56,2.1341595e-10
-54.4,2.1344343e-10
-52.8,2.1347171e-10
-51.2,2.1350084e-10
-49.6,2.1353086e-10
-48,2.1356176e-10
-46.4,2.1359373e-10
-44.8,2.1362676e-10
-43.2,2.1366093e-10
-41.6,2.1369629e-10
-40,2.1373295e-10
-38.4,2.1377097e-10
-36.8,2.1381046e-10
-35.2,2.1385153e-10
-33.6,2.1389429e-10
-32,2.1393888e-10
-30.4,2.1398544e-10
-28.8,2.1403419e-10
-27.2,2.1408514e-10
-25.6,2.141387e-10
-24,2.1419499e-10
-22.4,2.1425429e-10
-20.8,2.1431691e-10
-19.2,2.1438318e-10
-17.6,2.144535e-10
-16,2.1452832e-10
-14.4,2.1460815e-10
-12.8,2.1469357e-10
-11.2,2.1478535e-10
-9.6,2.1488418e-10
-8,2.1499114e-10
-6.4,2.1510714e-10
-4.8,2.1523356e-10
-3.2,2.1537161e-10
-1.6,2.1552274e-10
0,2.1568831e-10
1.6,2.158685e-10
3.2,2.1606313e-10
4.8,2.1626767e-10
6.4,2.1647053e-10
8,2.166443e-10
9.6,2.1673086e-10
11.2,2.1661872e-10
12.8,2.1613102e-10
14.4,2.1508831e-10
16,2.1350318e-10
17.6,2.1165719e-10
19.2,2.0972445e-10
20.8,2.0756951e-10
22.4,2.0511956e-10
24,2.0247839e-10
25.6,1.997591e-10
27.2,1.9708167e-10
28.8,1.9457305e-10
30.4,1.9235668e-10
32,1.9053671e-10
33.6,1.8918642e-10
35.2,1.8835875e-10
36.8,1.8810557e-10
38.4,1.8849493e-10
40,1.896418e-10
41.6,1.9176e-10
43.2,1.9523689e-10
44.8,2.0075964e-10
46.4,2.0955728e-10
48,2.2384377e-10
49.6,2.476434e-10
51.2,2.9249879e-10
52.8,7.429321e-10
54.4,8.5961848e-10
56,8.6740153e-10
57.6,8.7164311e-10
59.2,8.7249512e-10
60.8,8.7269845e-10
62.4,8.7306449e-10
64,8.7338882e-10
65.6,8.7377975e-10
67.2,8.7397869e-10
68.8,8.740878e-10
70.4,8.7428177e-10
72,8.7439251e-10
73.6,8.7441248e-10
75.2,8.7447112e-10
76.8,8.7464725e-10
78.4,8.7468501e-10
80,8.7475585e-10

