80,8.518E-10
79,8.507E-10
78,8.497E-10
77,8.489E-10
76,8.483E-10
75,8.479E-10
74,8.475E-10
73,8.468E-10
72,8.466E-10
71,8.463E-10
70,8.456E-10
69,8.452E-10
68,8.444E-10
67,8.433E-10
66,8.425E-10
65,8.416E-10
64,8.398E-10
63,8.374E-10
62,8.352E-10
61,8.327E-10
60,8.287E-10
59,8.244E-10
58,8.181E-10
57,8.1E-10
56,7.974E-10
55,7.77E-10
54,7.422E-10
53,6.915E-10
52,6.253E-10
51,5.563E-10
50,4.861E-10
49,4.233E-10
48,3.659E-10
47,3.19E-10
46,2.789E-10
45,2.477E-10
44,2.221E-10
43,2.024E-10
42,1.866E-10
41,1.7447E-10
40,1.6405E-10
39,1.5611E-10
38,1.4957E-10
37,1.4426E-10
36,1.3966E-10
35,1.3571E-10
34,1.3281E-10
33,1.2996E-10
32,1.2771E-10
31,1.2607E-10
30,1.2418E-10
29,1.2292E-10
28,1.218E-10
27,1.2056E-10
26,1.1994E-10
25,1.192E-10
24,1.1889E-10
23,1.1833E-10
22,1.1823E-10
21,1.1877E-10
20,1.19E-10
19,1.1974E-10
18,1.2104E-10
17,1.2271E-10
16,1.2388E-10
15,1.264E-10
14,1.2887E-10
13,1.3224E-10
12,1.351E-10
11,1.387E-10
10,1.4181E-10
9,1.4536E-10
8,1.4894E-10
7,1.5209E-10
6,1.5516E-10
5,1.5814E-10
4,1.6072E-10
3,1.6356E-10
2,1.656E-10
1,1.6833E-10
0,1.6984E-10
-1,1.7217E-10
-2,1.7368E-10
-3,1.7526E-10
-4,1.7721E-10
-5,1.783E-10
-6,1.7957E-10
-7,1.8037E-10
-8,1.8135E-10
-9,1.8227E-10
-10,1.8305E-10
