Voltage,Capacitance
-10,1.8156319e-10
-9.99998,1.8154805e-10
-9.99995,1.8155444e-10
-9.999905,1.815425e-10
-9.9998375,1.8155664e-10
-9.9997362,1.8155735e-10
-9.9995844,1.8155434e-10
-9.9993566,1.8156357e-10
-9.9990148,1.8156585e-10
-9.9985023,1.8155074e-10
-9.9977334,1.8156273e-10
-9.9965801,1.8155634e-10
-9.9948501,1.8155817e-10
-9.9922552,1.8155696e-10
-9.9883628,1.8155949e-10
-9.9825242,1.8155651e-10
-9.9737664,1.8155354e-10
-9.9606295,1.8155945e-10
-9.9409243,1.8155854e-10
-9.9113665,1.8156446e-10
-9.8670297,1.815552e-10
-9.8005246,1.8156211e-10
-9.7007669,1.8155158e-10
-9.5544556,1.8155285e-10
-9.3544556,1.8154303e-10
-9.1544556,1.8155373e-10
-8.9544556,1.8155458e-10
-8.7544556,1.8154736e-10
-8.5544556,1.815469e-10
-8.3544556,1.8152845e-10
-8.1544556,1.8153842e-10
-8,1.8152384e-10
-7.8,1.8152415e-10
-7.6,1.8153151e-10
-7.4,1.8151042e-10
-7.2,1.8152585e-10
-7,1.8151621e-10
-6.8,1.8151734e-10
-6.6,1.8150758e-10
-6.4,1.8149722e-10
-6.2,1.814988e-10
-6,1.8147588e-10
-5.8,1.8149459e-10
-5.6,1.8148757e-10
-5.4,1.8147507e-10
-5.2,1.8147013e-10
-5,1.8146632e-10
-4.8,1.8145584e-10
-4.6,1.81444e-10
-4.4,1.8143895e-10
-4.2,1.8142524e-10
-4,1.8141702e-10
-3.8,1.8140809e-10
-3.6,1.8137972e-10
-3.4,1.8137225e-10
-3.2,1.8136602e-10
-3,1.8132821e-10
-2.8,1.8131483e-10
-2.6,1.8129294e-10
-2.4,1.8124878e-10
-2.2,1.8121424e-10
-2,1.8116432e-10
-1.8,1.8109746e-10
-1.6,1.8100266e-10
-1.4,1.8087481e-10
-1.2,1.8079064e-10
-1,1.8074087e-10
-0.8,1.8070189e-10
-0.6,1.8061572e-10
-0.4,1.8051687e-10
-0.2,1.8040883e-10
0,1.8019248e-10
0.2,1.7998705e-10
0.4,1.7954405e-10
0.6,1.7861876e-10
0.8,1.7694283e-10
1,1.7821449e-10
1.2,2.2823026e-10
1.4,3.8641168e-10
1.6,6.5341641e-10
1.8,7.7606054e-10
2,8.1900561e-10
2.2,8.3802602e-10
2.4,8.4333687e-10
2.6,8.5051537e-10
2.8,8.5678537e-10
3,8.5790512e-10
3.2,8.6113051e-10
3.4,8.6192971e-10
3.6,8.6472442e-10
3.8,8.6486582e-10
4,8.6563897e-10
4.2,8.6613768e-10
4.4,8.6804008e-10
4.6,8.6691505e-10
4.8,8.6802454e-10
5,8.6854865e-10
5.2,8.6809893e-10
5.4,8.6993705e-10
5.6,8.6977069e-10
5.8,8.7066875e-10
6,8.7067739e-10
6.2,8.7095983e-10
6.4,8.7029782e-10
6.6,8.7127283e-10
6.8,8.7162543e-10
7,8.7125237e-10
7.2,8.7159727e-10
7.4,8.715248e-10
7.6,8.7207114e-10
7.8,8.7181612e-10
8,8.718451e-10
8.2,8.7262247e-10
8.4,8.7233791e-10
8.6,8.7312003e-10
8.8,8.7247135e-10
9,8.7198322e-10
9.2,8.7303957e-10
9.4,8.7238319e-10
9.6,8.7277765e-10
9.8,8.7297851e-10
10,8.7312307e-10

