Voltage,Capacitance
-80,1.817914e-10
-79.99984,1.8178381e-10
-79.9996,1.8179115e-10
-79.999248,1.8178711e-10
-79.99872,1.8179362e-10
-79.997928,1.8179156e-10
-79.99674,1.8178187e-10
-79.994958,1.8178354e-10
-79.992285,1.8178205e-10
-79.988276,1.8178888e-10
-79.982261,1.8178719e-10
-79.97324,1.81778e-10
-79.959708,1.8178513e-10
-79.93941,1.8178905e-10
-79.908963,1.8178346e-10
-79.863292,1.8178158e-10
-79.794786,1.8178686e-10
-79.692027,1.8178894e-10
-79.537888,1.8177967e-10
-79.30668,1.8178864e-10
-78.959868,1.8178622e-10
-78.43965,1.8178029e-10
-77.659323,1.817792e-10
-76.488833,1.8178159e-10
-74.888833,1.8178327e-10
-73.288833,1.8177942e-10
-71.688833,1.8177574e-10
-70.088833,1.8178353e-10
-68.488833,1.8178295e-10
-66.888833,1.8178238e-10
-65.288833,1.8178318e-10
-64,1.8177725e-10
-62.4,1.8178248e-10
-60.8,1.8178002e-10
-59.2,1.8178024e-10
-57.6,1.8178225e-10
-56,1.8177781e-10
-54.4,1.8177648e-10
-52.8,1.8176628e-10
-51.2,1.81777e-10
-49.6,1.8176726e-10
-48,1.817744e-10
-46.4,1.8177314e-10
-44.8,1.8177372e-10
-43.2,1.8177291e-10
-41.6,1.8176486e-10
-40,1.8177814e-10
-38.4,1.8177197e-10
-36.8,1.8176815e-10
-35.2,1.8176451e-10
-33.6,1.8177186e-10
-32,1.8176652e-10
-30.4,1.8176345e-10
-28.8,1.8174943e-10
-27.2,1.8176205e-10
-25.6,1.8176139e-10
-24,1.8175652e-10
-22.4,1.8175679e-10
-20.8,1.8174856e-10
-19.2,1.8175971e-10
-17.6,1.8175812e-10
-16,1.8175352e-10
-14.4,1.8174545e-10
-12.8,1.8174464e-10
-11.2,1.8174593e-10
-9.6,1.8174574e-10
-8,1.8174291e-10
-6.4,1.8174361e-10
-4.8,1.8173305e-10
-3.2,1.8173427e-10
-1.6,1.8172418e-10
0,1.8173652e-10
1.6,1.8172652e-10
3.2,1.817288e-10
4.8,1.8171911e-10
6.4,1.8171753e-10
8,1.8171593e-10
9.6,1.8170877e-10
11.2,1.8170393e-10
12.8,1.8170213e-10
14.4,1.8169375e-10
16,1.8168599e-10
17.6,1.816767e-10
19.2,1.8166572e-10
20.8,1.816545e-10
22.4,1.8163944e-10
24,1.8162149e-10
25.6,1.8159852e-10
27.2,1.8157123e-10
28.8,1.8153645e-10
30.4,1.8145648e-10
32,1.8132257e-10
33.6,1.8103984e-10
35.2,1.8017398e-10
36.8,1.7932868e-10
38.4,1.7904919e-10
40,1.7955023e-10
41.6,1.8094243e-10
43.2,1.8346131e-10
44.8,1.8843769e-10
46.4,1.9537449e-10
48,2.0758952e-10
49.6,2.3322668e-10
51.2,3.697366e-10
52.8,8.037894e-10
54.4,8.5465019e-10
56,8.6565994e-10
57.6,8.6971573e-10
59.2,8.7069843e-10
60.8,8.725881e-10
62.4,8.7280716e-10
64,8.7332775e-10
65.6,8.732791e-10
67.2,8.7384736e-10
68.8,8.7475604e-10
70.4,8.7418954e-10
72,8.7443171e-10
73.6,8.7453373e-10
75.2,8.7465127e-10
76.8,8.7523189e-10
78.4,8.7488347e-10
80,8.7504009e-10

