80,8.582E-10
79,8.583E-10
78,8.582E-10
77,8.579E-10
76,8.576E-10
75,8.577E-10
74,8.575E-10
73,8.572E-10
72,8.573E-10
71,8.575E-10
70,8.57E-10
69,8.571E-10
68,8.566E-10
67,8.562E-10
66,8.56E-10
65,8.562E-10
64,8.559E-10
63,8.549E-10
62,8.549E-10
61,8.544E-10
60,8.539E-10
59,8.531E-10
58,8.525E-10
57,8.516E-10
56,8.504E-10
55,8.493E-10
54,8.481E-10
53,8.465E-10
52,8.45E-10
51,8.437E-10
50,8.422E-10
49,8.413E-10
48,8.402E-10
47,8.39E-10
46,8.373E-10
45,8.349E-10
44,8.323E-10
43,8.285E-10
42,8.225E-10
41,8.149E-10
40,8.018E-10
39,7.784E-10
38,7.313E-10
37,6.585E-10
36,5.673E-10
35,4.749E-10
34,3.948E-10
33,3.273E-10
32,2.764E-10
31,2.374E-10
30,2.099E-10
29,1.891E-10
28,1.7427E-10
27,1.6304E-10
26,1.5496E-10
25,1.4848E-10
24,1.4406E-10
23,1.3998E-10
22,1.3725E-10
21,1.3493E-10
20,1.3307E-10
19,1.3162E-10
18,1.3077E-10
17,1.3009E-10
16,1.3002E-10
15,1.3106E-10
14,1.3289E-10
13,1.356E-10
12,1.3881E-10
11,1.4279E-10
10,1.4766E-10
9,1.5242E-10
8,1.5773E-10
7,1.6272E-10
6,1.6698E-10
5,1.7181E-10
4,1.758E-10
3,1.7962E-10
2,1.8297E-10
1,1.8606E-10
0,1.8849E-10
-1,1.9105E-10
-2,1.9299E-10
-3,1.9476E-10
-4,1.9638E-10
-5,1.9751E-10
-6,1.9858E-10
-7,1.9958E-10
-8,2.005E-10
-9,2.007E-10
-10,2.015E-10
