Voltage,Capacitance
-80,2.1325422e-10
-79.99984,2.1325422e-10
-79.9996,2.1325423e-10
-79.99924,2.1325423e-10
-79.9987,2.1325421e-10
-79.99789,2.1325425e-10
-79.996675,2.1325426e-10
-79.994852,2.1325425e-10
-79.992119,2.1325429e-10
-79.988018,2.1325434e-10
-79.981867,2.1325441e-10
-79.972641,2.1325455e-10
-79.958801,2.1325471e-10
-79.938042,2.1325495e-10
-79.906903,2.1325532e-10
-79.860194,2.1325585e-10
-79.790131,2.1325668e-10
-79.685036,2.1325792e-10
-79.527395,2.132598e-10
-79.290932,2.1326261e-10
-78.936238,2.1326688e-10
-78.404197,2.1327327e-10
-77.606135,2.1328295e-10
-76.435645,2.1329733e-10
-74.835645,2.1331731e-10
-73.235645,2.1333779e-10
-71.635645,2.1335869e-10
-70.035645,2.1338006e-10
-68.435645,2.1340193e-10
-66.835645,2.1342431e-10
-65.235645,2.1344723e-10
-64,2.1346531e-10
-62.4,2.1348921e-10
-60.8,2.1351375e-10
-59.2,2.1353896e-10
-57.6,2.1356478e-10
-56,2.1359136e-10
-54.4,2.1361865e-10
-52.8,2.1364672e-10
-51.2,2.1367562e-10
-49.6,2.1370538e-10
-48,2.1373599e-10
-46.4,2.1376764e-10
-44.8,2.1380032e-10
-43.2,2.1383408e-10
-41.6,2.1386901e-10
-40,2.1390517e-10
-38.4,2.1394265e-10
-36.8,2.1398154e-10
-35.2,2.1402194e-10
-33.6,2.1406395e-10
-32,2.1410771e-10
-30.4,2.1415334e-10
-28.8,2.1420105e-10
-27.2,2.1425083e-10
-25.6,2.1430309e-10
-24,2.143579e-10
-22.4,2.1441555e-10
-20.8,2.1447629e-10
-19.2,2.1454043e-10
-17.6,2.1460832e-10
-16,2.1468036e-10
-14.4,2.1475701e-10
-12.8,2.1483874e-10
-11.2,2.1492627e-10
-9.6,2.1502013e-10
-8,2.1512128e-10
-6.4,2.1523043e-10
-4.8,2.1534876e-10
-3.2,2.154772e-10
-1.6,2.1561692e-10
0,2.1576896e-10
1.6,2.1593327e-10
3.2,2.1610951e-10
4.8,2.1629382e-10
6.4,2.1647647e-10
8,2.1663505e-10
9.6,2.1672237e-10
11.2,2.1664691e-10
12.8,2.1625617e-10
14.4,2.1536856e-10
16,2.1392654e-10
17.6,2.1214415e-10
19.2,2.1025851e-10
20.8,2.0819924e-10
22.4,2.0584179e-10
24,2.0326086e-10
25.6,2.0057611e-10
27.2,1.9790435e-10
28.8,1.9537585e-10
30.4,1.9312482e-10
32,1.9127329e-10
33.6,1.8991401e-10
35.2,1.8911217e-10
36.8,1.8892006e-10
38.4,1.8938975e-10
40,1.9058634e-10
41.6,1.9260395e-10
43.2,1.9557767e-10
44.8,1.9969118e-10
46.4,2.0518587e-10
48,2.1237274e-10
49.6,2.2164184e-10
51.2,2.3346187e-10
52.8,2.4836198e-10
54.4,2.6689014e-10
56,2.8954856e-10
57.6,3.1671401e-10
59.2,3.4855617e-10
60.8,3.8496523e-10
62.4,4.254933e-10
64,4.6931935e-10
65.6,5.1525168e-10
67.2,5.6178784e-10
68.8,6.0725516e-10
70.4,6.5004112e-10
72,6.8883154e-10
73.6,7.2279817e-10
75.2,7.516524e-10
76.8,7.7556464e-10
78.4,7.950108e-10
80,8.106111e-10

