Voltage,Capacitance
-80,2.1327412e-10
-79.99984,2.1327412e-10
-79.9996,2.1327413e-10
-79.99924,2.1327413e-10
-79.9987,2.1327411e-10
-79.99789,2.1327415e-10
-79.996675,2.1327416e-10
-79.994852,2.1327416e-10
-79.992119,2.1327419e-10
-79.988018,2.1327424e-10
-79.981867,2.1327431e-10
-79.972641,2.1327445e-10
-79.958801,2.1327461e-10
-79.938042,2.1327486e-10
-79.906903,2.1327523e-10
-79.860194,2.1327575e-10
-79.790131,2.1327659e-10
-79.685036,2.1327784e-10
-79.527395,2.1327972e-10
-79.290932,2.1328254e-10
-78.936238,2.1328683e-10
-78.404197,2.1329325e-10
-77.606135,2.1330296e-10
-76.435645,2.1331739e-10
-74.835645,2.1333745e-10
-73.235645,2.1335801e-10
-71.635645,2.13379e-10
-70.035645,2.1340046e-10
-68.435645,2.1342242e-10
-66.835645,2.134449e-10
-65.235645,2.1346792e-10
-64,2.1348608e-10
-62.4,2.1351009e-10
-60.8,2.1353475e-10
-59.2,2.1356008e-10
-57.6,2.1358602e-10
-56,2.1361274e-10
-54.4,2.1364017e-10
-52.8,2.1366839e-10
-51.2,2.1369745e-10
-49.6,2.1372737e-10
-48,2.1375816e-10
-46.4,2.1378999e-10
-44.8,2.1382287e-10
-43.2,2.1385684e-10
-41.6,2.1389199e-10
-40,2.1392839e-10
-38.4,2.1396613e-10
-36.8,2.1400529e-10
-35.2,2.1404598e-10
-33.6,2.140883e-10
-32,2.1413239e-10
-30.4,2.1417838e-10
-28.8,2.1422649e-10
-27.2,2.142767e-10
-25.6,2.1432941e-10
-24,2.1438473e-10
-22.4,2.1444293e-10
-20.8,2.1450427e-10
-19.2,2.1456908e-10
-17.6,2.1463771e-10
-16,2.1471057e-10
-14.4,2.1478812e-10
-12.8,2.1487087e-10
-11.2,2.1495952e-10
-9.6,2.1505465e-10
-8,2.1515722e-10
-6.4,2.1526797e-10
-4.8,2.1538809e-10
-3.2,2.1551852e-10
-1.6,2.156604e-10
0,2.1581472e-10
1.6,2.1598127e-10
3.2,2.161593e-10
4.8,2.163441e-10
6.4,2.1652421e-10
8,2.1667361e-10
9.6,2.1673839e-10
11.2,2.1661621e-10
12.8,2.1614371e-10
14.4,2.1514697e-10
16,2.1361559e-10
17.6,2.1180163e-10
19.2,2.0989549e-10
20.8,2.0778209e-10
22.4,2.0537123e-10
24,2.0276097e-10
25.6,2.0006812e-10
27.2,1.9741233e-10
28.8,1.9492538e-10
30.4,1.9274071e-10
32,1.9097568e-10
33.6,1.8971702e-10
35.2,1.8902626e-10
36.8,1.8895474e-10
38.4,1.8955583e-10
40,1.9089888e-10
41.6,1.9308503e-10
43.2,1.9625798e-10
44.8,2.0061145e-10
46.4,2.0639905e-10
48,2.1394614e-10
49.6,2.2365806e-10
51.2,2.3601697e-10
52.8,2.5155948e-10
54.4,2.708305e-10
56,2.9431493e-10
57.6,3.2235659e-10
59.2,3.5507758e-10
60.8,3.9230882e-10
62.4,4.3353173e-10
64,4.778576e-10
65.6,5.2402685e-10
67.2,5.704901e-10
68.8,6.1556967e-10
70.4,6.5769096e-10
72,6.9561864e-10
73.6,7.2862806e-10
75.2,7.565265e-10
76.8,7.7955372e-10
78.4,7.9822578e-10
80,8.1317468e-10

