80,8.504E-10
79,8.495E-10
78,8.49E-10
77,8.486E-10
76,8.486E-10
75,8.477E-10
74,8.478E-10
73,8.476E-10
72,8.472E-10
71,8.463E-10
70,8.453E-10
69,8.449E-10
68,8.435E-10
67,8.431E-10
66,8.409E-10
65,8.391E-10
64,8.364E-10
63,8.337E-10
62,8.309E-10
61,8.27E-10
60,8.216E-10
59,8.146E-10
58,8.046E-10
57,7.891E-10
56,7.618E-10
55,7.205E-10
54,6.614E-10
53,5.949E-10
52,5.245E-10
51,4.593E-10
50,3.981E-10
49,3.467E-10
48,3.017E-10
47,2.661E-10
46,2.36E-10
45,2.126E-10
44,1.937E-10
43,1.7953E-10
42,1.672E-10
41,1.5772E-10
40,1.495E-10
39,1.4297E-10
38,1.3763E-10
37,1.3302E-10
36,1.2924E-10
35,1.258E-10
34,1.2306E-10
33,1.2064E-10
32,1.1875E-10
31,1.1707E-10
30,1.1563E-10
29,1.1436E-10
28,1.1333E-10
27,1.1307E-10
26,1.1207E-10
25,1.1163E-10
24,1.1115E-10
23,1.1113E-10
22,1.1118E-10
21,1.113E-10
20,1.1191E-10
19,1.129E-10
18,1.1415E-10
17,1.1585E-10
16,1.1791E-10
15,1.2019E-10
14,1.2293E-10
13,1.2615E-10
12,1.3022E-10
11,1.3387E-10
10,1.3764E-10
9,1.4144E-10
8,1.4552E-10
7,1.4877E-10
6,1.523E-10
5,1.5561E-10
4,1.5792E-10
3,1.6136E-10
2,1.6352E-10
1,1.6582E-10
0,1.6796E-10
-1,1.6972E-10
-2,1.7154E-10
-3,1.7295E-10
-4,1.7463E-10
-5,1.7588E-10
-6,1.7735E-10
-7,1.7797E-10
-8,1.7897E-10
-9,1.7969E-10
-10,1.8038E-10
