7,8.507E-10
6.9,8.507E-10
6.8,8.5E-10
6.7,8.498E-10
6.6,8.5E-10
6.5,8.498E-10
6.4,8.499E-10
6.3,8.492E-10
6.2,8.495E-10
6.1,8.49E-10
6,8.487E-10
5.9,8.484E-10
5.8,8.48E-10
5.7,8.481E-10
5.6,8.477E-10
5.5,8.471E-10
5.4,8.47E-10
5.3,8.467E-10
5.2,8.461E-10
5.1,8.458E-10
5,8.454E-10
4.9,8.45E-10
4.8,8.448E-10
4.7,8.443E-10
4.6,8.437E-10
4.5,8.43E-10
4.4,8.424E-10
4.3,8.42E-10
4.2,8.414E-10
4.1,8.408E-10
4,8.403E-10
3.9,8.384E-10
3.8,8.383E-10
3.7,8.369E-10
3.6,8.362E-10
3.5,8.351E-10
3.4,8.337E-10
3.3,8.319E-10
3.2,8.298E-10
3.1,8.28E-10
3,8.257E-10
2.9,8.236E-10
2.8,8.204E-10
2.7,8.171E-10
2.6,8.119E-10
2.5,8.072E-10
2.4,8.007E-10
2.3,7.931E-10
2.2,7.829E-10
2.1,7.696E-10
2,7.515E-10
1.9,7.132E-10
1.8,6.666E-10
1.7,6.002E-10
1.6,5.158E-10
1.5,4.238E-10
1.4,3.364E-10
1.3,2.658E-10
1.2,2.021E-10
1.1,1.7316E-10
1,1.5464E-10
0.9,1.4602E-10
0.8,1.5906E-10
0.7,1.8747E-10
0.6,1.9727E-10
0.5,2.002E-10
0.4,2.021E-10
0.3,2.035E-10
0.2,2.044E-10
0.1,2.048E-10
0,2.049E-10
-0.1,2.057E-10
-0.2,2.058E-10
-0.3,2.061E-10
-0.4,2.067E-10
-0.5,2.067E-10
-0.6,2.069E-10
-0.7,2.069E-10
-0.8,2.068E-10
-0.9,2.069E-10
-1,2.072E-10
-1.1,2.074E-10
-1.2,2.069E-10
-1.3,2.074E-10
-1.4,2.071E-10
-1.5,2.075E-10
-1.6,2.072E-10
-1.7,2.069E-10
-1.8,2.075E-10
-1.9,2.078E-10
-2,2.077E-10
-2.1,2.076E-10
-2.2,2.077E-10
-2.3,2.078E-10
-2.4,2.074E-10
-2.5,2.075E-10
-2.6,2.08E-10
-2.7,2.077E-10
-2.8,2.077E-10
-2.9,2.077E-10
-3,2.079E-10
-3.1,2.078E-10
-3.2,2.078E-10
-3.3,2.076E-10
-3.4,2.076E-10
-3.5,2.079E-10
-3.6,2.081E-10
-3.7,2.08E-10
-3.8,2.076E-10
-3.9,2.078E-10
-4,2.08E-10
-4.1,2.075E-10
-4.2,2.079E-10
-4.3,2.081E-10
-4.4,2.08E-10
-4.5,2.083E-10
-4.6,2.081E-10
-4.7,2.08E-10
-4.8,2.079E-10
-4.9,2.081E-10
-5,2.082E-10
