Voltage,Capacitance
-80,2.1308122e-10
-79.99984,2.1308122e-10
-79.9996,2.1308122e-10
-79.99924,2.1308123e-10
-79.9987,2.130812e-10
-79.99789,2.1308124e-10
-79.996675,2.1308126e-10
-79.994852,2.1308125e-10
-79.992119,2.1308128e-10
-79.988018,2.1308133e-10
-79.981867,2.130814e-10
-79.972641,2.1308154e-10
-79.958801,2.130817e-10
-79.938042,2.1308195e-10
-79.906903,2.1308232e-10
-79.860194,2.1308284e-10
-79.790131,2.1308367e-10
-79.685036,2.1308492e-10
-79.527395,2.1308679e-10
-79.290932,2.1308961e-10
-78.936238,2.1309388e-10
-78.404197,2.1310028e-10
-77.606135,2.1310996e-10
-76.435645,2.1312434e-10
-74.835645,2.1314435e-10
-73.235645,2.1316485e-10
-71.635645,2.1318579e-10
-70.035645,2.1320721e-10
-68.435645,2.1322913e-10
-66.835645,2.1325157e-10
-65.235645,2.1327457e-10
-64,2.1329271e-10
-62.4,2.1331671e-10
-60.8,2.1334136e-10
-59.2,2.133667e-10
-57.6,2.1339266e-10
-56,2.134194e-10
-54.4,2.1344688e-10
-52.8,2.1347515e-10
-51.2,2.1350427e-10
-49.6,2.1353429e-10
-48,2.1356518e-10
-46.4,2.1359714e-10
-44.8,2.1363016e-10
-43.2,2.1366432e-10
-41.6,2.1369968e-10
-40,2.1373632e-10
-38.4,2.1377433e-10
-36.8,2.138138e-10
-35.2,2.1385485e-10
-33.6,2.138976e-10
-32,2.1394216e-10
-30.4,2.139887e-10
-28.8,2.1403743e-10
-27.2,2.1408835e-10
-25.6,2.1414188e-10
-24,2.1419813e-10
-22.4,2.1425739e-10
-20.8,2.1431996e-10
-19.2,2.1438618e-10
-17.6,2.1445644e-10
-16,2.1453119e-10
-14.4,2.1461094e-10
-12.8,2.1469626e-10
-11.2,2.1478794e-10
-9.6,2.1488664e-10
-8,2.1499344e-10
-6.4,2.1510926e-10
-4.8,2.1523545e-10
-3.2,2.1537322e-10
-1.6,2.1552401e-10
0,2.1568916e-10
1.6,2.1586881e-10
3.2,2.1606275e-10
4.8,2.1626638e-10
6.4,2.1646803e-10
8,2.1664014e-10
9.6,2.1672441e-10
11.2,2.1660916e-10
12.8,2.1611767e-10
14.4,2.1507147e-10
16,2.1348484e-10
17.6,2.1163919e-10
19.2,2.0970639e-10
20.8,2.0755044e-10
22.4,2.0509975e-10
24,2.0245847e-10
25.6,1.9973972e-10
27.2,1.9706362e-10
28.8,1.945572e-10
30.4,1.92344e-10
32,1.9052834e-10
33.6,1.8918373e-10
35.2,1.8836332e-10
36.8,1.8811926e-10
38.4,1.8851964e-10
40,1.8967826e-10
41.6,1.9180333e-10
43.2,1.9526436e-10
44.8,2.0070212e-10
46.4,2.0924068e-10
48,2.2286674e-10
49.6,2.4508562e-10
51.2,2.8381945e-10
52.8,3.9856347e-10
54.4,7.8789258e-10
56,8.5131145e-10
57.6,8.6469409e-10
59.2,8.6997648e-10
60.8,8.7190478e-10
62.4,8.7143405e-10
64,8.7257186e-10
65.6,8.7323715e-10
67.2,8.7350727e-10
68.8,8.7382082e-10
70.4,8.7398147e-10
72,8.7416603e-10
73.6,8.7427398e-10
75.2,8.7438458e-10
76.8,8.7450628e-10
78.4,8.7450897e-10
80,8.7462837e-10

